reading_order,batch,sample_id,swap_from,swap_to,clause_replaced_to,caption_distractor,q1_grammatical,q2_asserts_swap_to,q3_not_still_true,notes
105,2,sushi:pn_spike\09\0000004,positive-and-negative spike,noisy,"Additionally, there is a large amount of noise throughout the signal.","The path reflects a continuous increase, similar to a sigmoid curve, approaching a value, with a slowing rate of acceleration. Additionally, there is a large amount of noise throughout the signal.",y,y,y,±spike→noisy: 'throughout' pins pervasive noise — false for sporadic spikes; kept y
106,2,sushi:smooth\10\0000005,smooth,negative spike,Considerable negative spikes are in the signal.,"Comparable to an inverted sigmoid curve, the direction illustrates a decreasing trend, its descent decelerating, approaching a value. Considerable negative spikes are in the signal.",y,y,y,
107,2,sushi:step\10\0000000,step,positive spike,"Large positive spikes are throughout the signal, additionally.","The progression shows an unbroken decreasing trend, similar to an inverted sigmoid curve with a mirrored S-shape, eventually merging to a constant value, with a gradual deceleration in its rate of decrease. Large positive spikes are throughout the signal, additionally.",y,y,y,
108,2,sushi:n_spike\21\0000004,negative spike,smooth,"For the most part, the smooth signal exhibits only minimal noise and spikes.","Analogous to a square wave, the signal manifests a pattern that resonates rhythmically at regular intervals. For the most part, the smooth signal exhibits only minimal noise and spikes.",y,y,y,only minimal noise and spikes' directly contradicts large-negative-spike truth — ok
109,2,sushi:smooth\04\0000008,smooth,positive-and-negative spike,"Large positive and negative spikes are seen in the signal at various points, notably.","The trend decreases and increases, like a convex curve. Large positive and negative spikes are seen in the signal at various points, notably.",y,y,y,
110,2,sushi:pn_spike\12\0000007,positive-and-negative spike,noisy,"In the same vein, the signal is smeared with high levels of noise.","Starting with a dip, increasing, and dipping, the trend is akin to a negative cubic function's curve and forms a rotated 90-degree S-shape. In the same vein, the signal is smeared with high levels of noise.",y,y,y,±spike→noisy: 'smeared with high levels of noise' reads as pervasive coating — distinguishing from sporadic spikes; kept y
111,2,sushi:noisy\02\0000001,noisy,step,"Furthermore, the signal is sporadically interrupted by large step changes throughout.","The path is linearly declining at a steady pace. Furthermore, the signal is sporadically interrupted by large step changes throughout.",y,y,y,
112,2,sushi:smooth\07\0000004,smooth,negative spike,"Negative spikes of considerable size are frequently contained in the signal, in addition.","The movement is signified by a decrease and converges to a certain value through exponential decay. Negative spikes of considerable size are frequently contained in the signal, in addition.",y,y,y,
113,2,sushi:pn_spike\23\0000007,positive-and-negative spike,positive spike,"Also, the signal is filled with sizable positive spikes.","The signal indicates a regular cycle that perpetually reiterates at uniform intervals, similar to an inverse sawtooth wave. Also, the signal is filled with sizable positive spikes.",y,y,n,±spike truth does contain sizable positive spikes; clause lacks exclusivity — claim still true
114,2,sushi:p_spike\11\0000006,positive spike,smooth,"Generally, the signal is smooth with minor spikes.","The trend is like a hill, it starts by going up, then down, then up again, forming a sideways S shape if you flip it. Generally, the signal is smooth with minor spikes.",y,y,y,smooth with minor spikes' contradicts large-spike truth on smoothness and magnitude — ok
115,2,sushi:step\02\0000001,step,noisy,"Besides, the signal is frequently tainted by considerable noise.","The trend is linearly decreasing at a constant rate. Besides, the signal is frequently tainted by considerable noise.",y,y,y,"step→noisy: steps are clean level shifts, not noise — distinguishable; kept y"
116,2,sushi:pn_spike\14\0000001,positive-and-negative spike,step,"Additionally, the signal contains a high number of step changes.","The shift is in tune with an inverted Gaussian function, dropping at first and then climbing, with both ends eventually equating to a constant value. Additionally, the signal contains a high number of step changes.",y,y,y,
117,2,sushi:pn_spike\00\0000008,positive-and-negative spike,negative spike,"Additionally, the signal is marked by considerable negative spikes at different points.","Trend remains identical, doesn't vary from the value. Additionally, the signal is marked by considerable negative spikes at different points.",y,y,n,±spike truth does contain considerable negative spikes — claim still true
118,2,sushi:pn_spike\03\0000004,positive-and-negative spike,positive spike,"Furthermore, the signal is riddled with large positive spikes at various intervals.","Duplicating a concave curve similar to a quadratic function, the progression initially ascends and then descends. Furthermore, the signal is riddled with large positive spikes at various intervals.",y,y,n,±spike truth includes large positive spikes — claim still true
119,2,sushi:n_spike\06\0000006,negative spike,smooth,Minor noise is often observed in the primarily smooth signal.,Decreasing inverse exponential growth with a drop is exhibited by the lapse. Minor noise is often observed in the primarily smooth signal.,y,y,y,retained trend clause 'exhibited by the lapse' awkward (both captions share it); swap clean
120,2,sushi:noisy\03\0000004,noisy,positive-and-negative spike,"Additionally, the signal is peppered with large positive and negative spikes.","The trend mimics a concave curve, initially rising and falling. Additionally, the signal is peppered with large positive and negative spikes.",y,y,y,noisy→±spike: 'peppered with LARGE spikes' distinguishes from noise amplitude — kept y
121,2,sushi:step\05\0000009,step,noisy,"A considerable amount of noise litters the signal, in addition.","The trajectory is known for its exponential escalation, leading to a sharp increase at the culmination. A considerable amount of noise litters the signal, in addition.",y,y,y,
122,2,sushi:noisy\06\0000004,noisy,step,Signal has considerable step changes.,Decreasing inverse exponential development with a depression is shown by the direction. Signal has considerable step changes.,y,y,y,clause missing article ('Signal has considerable step changes') — telegraphic but parses
123,2,sushi:pn_spike\21\0000003,positive-and-negative spike,negative spike,"Negative spikes of considerable size are frequently contained in the signal, in addition.","Mirroring a square wave, the signal shows a pattern that repeats regularly at regular intervals. Negative spikes of considerable size are frequently contained in the signal, in addition.",y,y,n,±spike truth: negative spikes of considerable size frequently present — claim still true
124,2,sushi:n_spike\07\0000006,negative spike,positive spike,Positive spikes are displayed within the signal.,Process defined by decrease targets a certain value via exponential decay. Positive spikes are displayed within the signal.,y,y,y,"no magnitude, but polarity decides: truth has no positive spikes — false, ok; retained trend clause telegraphic"
125,2,sushi:step\12\0000006,step,smooth,"Large part, the signal is smooth with minor interference.","The progression reflects the graph of a negative cubic function, initially dipping, then surging in the middle and finally dipping again. This forms an S-shape rotated by 90 degrees. Large part, the signal is smooth with minor interference.",n,y,y,"Large part, the signal is smooth...' malformed (truncated 'For the most part') — q1 fails; q2/q3 fine"
126,2,sushi:n_spike\24\0000004,negative spike,noisy,"Besides, the signal is sporadically interrupted by large amounts of noise.","The signal, analogous to a triangular wave, reveals a periodically repeating pattern. Besides, the signal is sporadically interrupted by large amounts of noise.",y,y,n,sporadically interrupted by large amounts of noise' is a fair reading of sporadic large negative spikes — not clearly false
